year,event,sex,position,name,country,mark
1983,100 metres,men,1,Carl Lewis,USA,10.07
1983,100 metres,men,2,Calvin Smith,USA,10.21
1983,100 metres,men,3,Emmit King,USA,10.24
1983,100 metres,men,4,Allan Wells,GBR,10.27
1983,100 metres,men,5,Juan Nuñez,DOM,10.29
1983,100 metres,men,6,Christian Haas,FRG,10.32
1983,100 metres,men,7,Paul Narracott,AUS,10.33
1983,100 metres,men,8,Desai Williams,CAN,10.36
1983,100 metres,women,1,Marlies Göhr,GDR,10.97
1983,100 metres,women,2,Marita Koch,GDR,11.02
1983,100 metres,women,3,Diane Williams,USA,11.06
1983,100 metres,women,4,Merlene Ottey,JAM,11.19
1983,100 metres,women,5,Angela Bailey,CAN,11.20
1983,100 metres,women,6,Helinä Marjamaa,FIN,11.24
1983,100 metres,women,7,Angella Taylor-Issajenko,CAN,11.30
1983,100 metres,women,,Evelyn Ashford,USA,DNF
1983,200 metres,men,1,Calvin Smith,USA,20.14
1983,200 metres,men,2,Elliott Quow,USA,20.41
1983,200 metres,men,3,Pietro Mennea,ITA,20.51
1983,200 metres,men,4,Allan Wells,GBR,20.52
1983,200 metres,men,5,Frank Emmelmann,GDR,20.55
1983,200 metres,men,6,Innocent Egbunike,NGR,20.63
1983,200 metres,men,7,Carlo Simionato,ITA,20.69
1983,200 metres,men,8,Joao Batista da Silva,BRA,20.80
1983,200 metres,women,1,Marita Koch,GDR,22.13
1983,200 metres,women,2,Merlene Ottey,JAM,22.19
1983,200 metres,women,3,Kathy Smallwood-Cook,GBR,22.37
1983,200 metres,women,4,Florence Griffith-Joyner,USA,22.46
1983,200 metres,women,5,Grace Jackson,JAM,22.63
1983,200 metres,women,6,Anelia Nuneva,BUL,22.68
1983,200 metres,women,7,Angela Bailey,CAN,22.93
1983,200 metres,women,8,Ewa Kasprzyk,POL,23.03
1983,400 metres,men,1,Bert Cameron,JAM,45.05
1983,400 metres,men,2,Michael Franks,USA,45.22
1983,400 metres,men,3,Sunder Nix,USA,45.24
1983,400 metres,men,4,Erwin Skamrahl,FRG,45.37
1983,400 metres,men,5,Hartmut Weber,FRG,45.49
1983,400 metres,men,6,Thomas Schönlebe,GDR,45.50
1983,400 metres,men,7,Michael Paul,TTO,45.80
1983,400 metres,men,8,Gerson A. Souza,BRA,45.91
1983,400 metres,women,1,Jarmila Kratochvílová,TCH,47.99
1983,400 metres,women,2,Tatána Kocembová,TCH,48.59
1983,400 metres,women,3,Mariya Kulchunova-Pinigina,URS,49.19
1983,400 metres,women,4,Gaby Bussmann,FRG,49.75
1983,400 metres,women,5,Marita Payne-Wiggins,CAN,50.06
1983,400 metres,women,6,Irina Baskakova,URS,50.48
1983,400 metres,women,7,Dagmar Rübsam-Neubauer,GDR,50.48
1983,400 metres,women,8,Rosalyn Bryant,USA,50.66
1983,800 metres,men,1,Willi Wülbeck,FRG,1:43.65
1983,800 metres,men,2,Rob Druppers,NED,1:44.20
1983,800 metres,men,3,Joaquim Cruz,BRA,1:44.27
1983,800 metres,men,4,Peter Elliott,GBR,1:44.87
1983,800 metres,men,5,James Robinson,USA,1:45.12
1983,800 metres,men,6,Agberto Guimarães,BRA,1:45.46
1983,800 metres,men,7,Hans-Peter Ferner,FRG,1:45.74
1983,800 metres,men,8,David Patrick,USA,1:46.56
1983,800 metres,women,1,Jarmila Kratochvílová,TCH,1:54.68
1983,800 metres,women,2,Lyubov Gurina,URS,1:56.11
1983,800 metres,women,3,Yekaterina Podkopayeva,URS,1:57.58
1983,800 metres,women,4,Margrit Klinger,FRG,1:58.11
1983,800 metres,women,5,Robin Campbell,USA,2:00.03
1983,800 metres,women,6,Doina Melinte,ROU,2:00.13
1983,800 metres,women,7,Milena Matejkovicova-Strnadová,TCH,2:01.72
1983,800 metres,women,8,Antje Schröder,GDR,2:02.13
1983,1500 metres,men,1,Steve Cram,GBR,3:41.59
1983,1500 metres,men,2,Steve Scott,USA,3:41.87
1983,1500 metres,men,3,Saïd Aouita,MAR,3:42.02
1983,1500 metres,men,4,Steve Ovett,GBR,3:42.34
1983,1500 metres,men,5,José Manuel Abascal,ESP,3:42.47
1983,1500 metres,men,6,Pierre Délèze,SUI,3:43.69
1983,1500 metres,men,7,Andreas Busse,GDR,3:43.72
1983,1500 metres,men,8,Dragan Zdravkovic,YUG,3:43.75
1983,1500 metres,men,9,John Walker,NZL,3:44.24
1983,1500 metres,men,10,Jan Kubista,TCH,3:44.30
1983,1500 metres,men,11,Uwe Becker,FRG,3:45.09
1983,1500 metres,men,12,Mike Boit,KEN,3:46.46
1983,1500 metres,women,1,Mary Slaney,USA,4:00.90
1983,1500 metres,women,2,Zamira Zaitseva,URS,4:01.19
1983,1500 metres,women,3,Yekaterina Podkopayeva,URS,4:02.25
1983,1500 metres,women,4,Ravilya Agletdinova-Kotovich,URS,4:02.67
1983,1500 metres,women,5,Wendy Sly,GBR,4:04.14
1983,1500 metres,women,6,Doina Melinte,ROU,4:04.42
1983,1500 metres,women,7,Gabriella Dorio,ITA,4:04.73
1983,1500 metres,women,8,Brit Lind-Petersen-McRoberts,CAN,4:05.73
1983,1500 metres,women,9,Christina Boxer-Cahill,GBR,4:06.74
1983,1500 metres,women,10,Cornelia Bürki,SUI,4:11.61
1983,1500 metres,women,11,Ivana Kubesova,TCH,4:15.12
1983,1500 metres,women,12,Maria Radu,ROU,4:19.03
1983,3000 metres,women,1,Mary Slaney,USA,8:34.62
1983,3000 metres,women,2,Brigitte Kraus,FRG,8:35.11
1983,3000 metres,women,3,Tatyana Kazankina,URS,8:35.13
1983,3000 metres,women,4,Svetlana Ulmasova,URS,8:35.55
1983,3000 metres,women,5,Wendy Sly,GBR,8:37.06
1983,3000 metres,women,6,Agnese Possamai,ITA,8:37.96
1983,3000 metres,women,7,Jane Furniss-Shields,GBR,8:45.69
1983,3000 metres,women,8,Natalya Artyomova,URS,8:47.98
1983,3000 metres,women,9,Aurora Cunha,POR,8:50.20
1983,3000 metres,women,10,Lynn Kanuka-Williams,CAN,8:50.20
1983,3000 metres,women,11,Cornelia Bürki,SUI,8:53.85
1983,3000 metres,women,12,Eva Ernström,SWE,8:57.59
1983,3000 metres,women,13,Christine Benning,GBR,8:58.01
1983,3000 metres,women,14,Lorraine Moller,NZL,9:02.19
1983,3000 metres,women,15,Alison Wiley,CAN,9:15.35
1983,5000 metres,men,1,Eamonn Coghlan,IRL,13:28.53
1983,5000 metres,men,2,Werner Schildhauer,GDR,13:30.20
1983,5000 metres,men,3,Martti Vainio,FIN,13:30.34
1983,5000 metres,men,4,Dmitriy Dmitriyev,URS,13:30.38
1983,5000 metres,men,5,Doug Padilla,USA,13:32.08
1983,5000 metres,men,6,Thomas Wessinghage,FRG,13:32.46
1983,5000 metres,men,7,Wodajo Bulti,ETH,13:34.03
1983,5000 metres,men,8,Dietmar Millonig,AUT,13:36.08
1983,5000 metres,men,9,Paul Kipkoech,KEN,13:37.44
1983,5000 metres,men,10,António Leitão,POR,13:38.55
1983,5000 metres,men,11,Valeriy Abramov,URS,13:39.80
1983,5000 metres,men,12,Markus Ryffel,SUI,13:39.98
1983,5000 metres,men,13,Salvatore Antibo,ITA,13:40.76
1983,5000 metres,men,14,Julian Goater,GBR,13:48.13
1983,5000 metres,men,15,Anatoliy Krokhmalyuk,URS,14:00.27
1983,10000 metres,men,1,Alberto Cova,ITA,28:01.04
1983,10000 metres,men,2,Werner Schildhauer,GDR,28:01.18
1983,10000 metres,men,3,Hansjörg Kunze,GDR,28:01.26
1983,10000 metres,men,4,Martti Vainio,FIN,28:01.37
1983,10000 metres,men,5,Gidamis Shahanga,TAN,28:01.93
1983,10000 metres,men,6,Carlos Lopes,POR,28:06.78
1983,10000 metres,men,7,Nick Rose,GBR,28:07.53
1983,10000 metres,men,8,Christoph Herle,FRG,28:09.05
1983,10000 metres,men,9,Mohamed Kedir,ETH,28:09.92
1983,10000 metres,men,10,Bekele Debele,ETH,28:11.13
1983,10000 metres,men,11,António Prieto,ESP,28:11.57
1983,10000 metres,men,12,Steve Jones,GBR,28:15.03
1983,10000 metres,men,13,Mark Nenow,USA,28:17.28
1983,10000 metres,men,14,Fernando Mamede,POR,28:18.39
1983,10000 metres,men,15,Bill McChesney,USA,28:34.46
1983,10000 metres,men,16,José Gomez,MEX,28:42.61
1983,10000 metres,men,17,Alberto Salazar,USA,28:48.42
1983,10000 metres,men,,Henrik Jørgensen,DEN,DNS
1983,marathon,men,1,Robert de Castella,AUS,2:10:03
1983,marathon,men,2,Kebede Balcha,ETH,2:10:27
1983,marathon,men,3,Waldemar Cierpinski,GDR,2:10:37
1983,marathon,men,4,Kjell-Erik Ståhl,SWE,2:10:38
1983,marathon,men,5,Agapius Masong,TAN,2:10:42
1983,marathon,men,6,Armand Parmentier,BEL,2:10:57
1983,marathon,men,7,Pier Giovanni Poli,ITA,2:11:05
1983,marathon,men,8,Hugh Jones,GBR,2:11:15
1983,marathon,men,9,Karel Lismont,BEL,2:11:24
1983,marathon,men,10,Stig Roar Husby,NOR,2:11:29
1983,marathon,men,11,Art Boileau,CAN,2:11:30
1983,marathon,men,12,Juan Carlos Traspaderne,ESP,2:11:34
1983,marathon,men,13,Marco Marchei,ITA,2:11:47
1983,marathon,men,14,Pertti Tiainen,FIN,2:12:11
1983,marathon,men,15,Juma Ikangaa,TAN,2:13:11
1983,marathon,men,16,Ryszard Marczak,POL,2:13:20
1983,marathon,men,17,Svend Erik Kristensen,DEN,2:13:34
1983,marathon,men,18,Ron Tabb,USA,2:13:38
1983,marathon,men,19,Henrik Jørgensen,DEN,2:14:10
1983,marathon,men,20,Hans Joachim Truppel,GDR,2:14:20
1983,marathon,men,21,Ricardo Ortega,ESP,2:14:46
1983,marathon,men,22,Tommy Persson,SWE,2:14:57
1983,marathon,men,23,Bruno Lafranchi,SUI,2:14:58
1983,marathon,men,24,Dave Edge,CAN,2:15:43
1983,marathon,men,25,Yuriy Pleshkov,URS,2:15:50
1983,marathon,men,26,Øyvind Dahl,NOR,2:16:02
1983,marathon,men,27,Paul Ballinger,NZL,2:16:06
1983,marathon,men,28,Jürgen Eberding,GDR,2:16:55
1983,marathon,men,29,Gerard Nijboer,NED,2:16:59
1983,marathon,men,30,Frederik Vandervennet,BEL,2:17:11
1983,marathon,men,31,Trevor Wright,NZL,2:17:31
1983,marathon,men,32,Mehmet Terzi,TUR,2:17:56
1983,marathon,men,33,Delfim Moreira,POR,2:18:27
1983,marathon,men,34,Jong-Hyong Li,PRK,2:18:51
1983,marathon,men,35,Yoshihiro Nishimura,JPN,2:18:56
1983,marathon,men,36,Cidalio Caetano,POR,2:19:21
1983,marathon,men,37,John Skovbjerg,DEN,2:19:44
1983,marathon,men,38,Jeff Coole,AUS,2:20:25
1983,marathon,men,39,Benji Durden,USA,2:20:38
1983,marathon,men,40,Chang-Sik So,PRK,2:20:43
1983,marathon,men,41,Wilson Theleso,BOT,2:21:36
1983,marathon,men,42,Hideki Kita,JPN,2:21:37
1983,marathon,men,43,Baikuntha Manandhar,NEP,2:21:43
1983,marathon,men,44,Henrik Sandstrom,FIN,2:21:56
1983,marathon,men,45,Rudi Verriet,NED,2:22:07
1983,marathon,men,46,Dominique Chauvelier,FRA,2:23:25
1983,marathon,men,47,Djama Robleh,DJI,2:24:04
1983,marathon,men,48,Gerry Helme,GBR,2:25:02
1983,marathon,men,49,Sam Hlawe,SWZ,2:26:42
1983,marathon,men,50,Jan-Iwar Westlund,SWE,2:27:05
1983,marathon,men,51,Carlos Carvajal,CHI,2:27:30
1983,marathon,men,52,Don Greig,NZL,2:27:37
1983,marathon,men,53,Luis Tipan,ECU,2:28:30
1983,marathon,men,54,Palmireno Campos,BRA,2:29:41
1983,marathon,men,55,Jan Fjaerestad,NOR,2:30:58
1983,marathon,men,56,Tavares Silva,POR,2:31:31
1983,marathon,men,57,Syrja Dalipi,ALB,2:31:40
1983,marathon,men,58,Raymond Swan,BER,2:33:20
1983,marathon,men,59,Chang-Ming Chen,TPE,2:34:00
1983,marathon,men,60,Agust Thorsteinsson,ISL,2:34:05
1983,marathon,men,61,José Jaime Hernandez,ESA,2:34:26
1983,marathon,men,62,Michael Lekhelsi,LES,2:52:01
1983,marathon,men,63,Said Toumane,COM,3:03:10
1983,marathon,men,,Ahmet Altun,TUR,DNF
1983,marathon,men,,Santiago De La Parte,ESP,DNF
1983,marathon,men,,Mike Gratton,GBR,DNF
1983,marathon,men,,Alfredo Maravilla,ARG,DNF
1983,marathon,men,,Ed Mendoza,USA,DNF
1983,marathon,men,,Giampaolo Messina,ITA,DNF
1983,marathon,men,,Dereje Nedi,ETH,DNF
1983,marathon,men,,Peter Quance,CAN,DNF
1983,marathon,men,,Ahmed Salah,DJI,DNF
1983,marathon,men,,Carlos Victorino,MEX,DNF
1983,marathon,men,,Grenville Wood,AUS,DNF
1983,marathon,men,,Antonio Villanueva,MEX,DNF
1983,marathon,men,,Ralf Salzmann,FRG,DNF
1983,marathon,men,,Gerhard Hartmann,AUT,DNF
1983,marathon,men,,Yair Karni,ISR,DNF
1983,marathon,men,,Koshiro Kawaguchi,JPN,DNF
1983,marathon,men,,Louis Kenny,IRL,DNF
1983,marathon,men,,Ramón López,PAR,DNF
1983,marathon,women,1,Grete Waitz,NOR,2:28:09
1983,marathon,women,2,Marianne Dickerson,USA,2:31:09
1983,marathon,women,3,Raisa Katyukova-Smekhnova,URS,2:31:13
1983,marathon,women,4,Rosa Mota,POR,2:31:50
1983,marathon,women,5,Jacqueline Gareau,CAN,2:32:35
1983,marathon,women,6,Laura Fogli,ITA,2:33:31
1983,marathon,women,7,Regina Joyce,IRL,2:33:52
1983,marathon,women,8,Tuija Toivonen-Jousimaa,FIN,2:34:14
1983,marathon,women,9,Joyce Smith,GBR,2:34:27
1983,marathon,women,10,Lyutsia Belyayeva,URS,2:34:44
1983,marathon,women,11,Rita Marchisio,ITA,2:35:08
1983,marathon,women,12,Debbie Eide,USA,2:36:17
1983,marathon,women,13,Carey May-Edge,IRL,2:36:28
1983,marathon,women,14,Glenys Quick,NZL,2:37:14
1983,marathon,women,15,Monika LÖVENICH,FRG,2:39:19
1983,marathon,women,16,Marja Vartiainen,FIN,2:39:22
1983,marathon,women,17,Carla Beurskens,NED,2:39:25
1983,marathon,women,18,Karolina Szabó,HUN,2:40:23
1983,marathon,women,19,Christa VAHLENSIECK,FRG,2:40:43
1983,marathon,women,20,Magda Ilands,BEL,2:40:52
1983,marathon,women,21,Cindy Hamilton,CAN,2:41:27
1983,marathon,women,22,Kath Binns,GBR,2:42:12
1983,marathon,women,23,Zoya Ivanova,URS,2:43:27
1983,marathon,women,24,Ngaire Drake,NZL,2:43:51
1983,marathon,women,25,Jill Colwell,AUS,2:45:07
1983,marathon,women,26,Jackie Turney,AUS,2:45:43
1983,marathon,women,27,Sinikka Kiippa,FIN,2:46:10
1983,marathon,women,28,Dorothy Goertzen,CAN,2:46:38
1983,marathon,women,29,Kersti Jacobsen,DEN,2:46:48
1983,marathon,women,30,Ilona Zsilak,HUN,2:46:48
1983,marathon,women,31,Mieko Tajima,JPN,2:47:10
1983,marathon,women,32,Tuulikki Räisänen,SWE,2:47:29
1983,marathon,women,33,Jarmila Urbanova,TCH,2:48:28
1983,marathon,women,34,Mary O'Connor,NZL,2:48:44
1983,marathon,women,35,Yuko Gordon,HKG,2:48:51
1983,marathon,women,36,Zehava Shmueli,ISR,2:49:07
1983,marathon,women,37,Mette Holm-Hansen,DEN,2:49:43
1983,marathon,women,38,Lone Dybdahl,DEN,2:49:43
1983,marathon,women,39,Megan Sloane,AUS,2:51:11
1983,marathon,women,40,Elizabeth Oberli-Schuh,VEN,2:51:30
1983,marathon,women,41,Evy Palm,SWE,2:51:49
1983,marathon,women,42,Heidi Jacobsen,NOR,2:52:51
1983,marathon,women,43,Midde Hamrin,SWE,2:52:53
1983,marathon,women,44,Deirdre Foreman-Nagle,IRL,2:53:07
1983,marathon,women,45,Icíar Martínez,ESP,2:53:24
1983,marathon,women,46,Rita Borralho,POR,2:53:41
1983,marathon,women,47,Oddrun Hovsengen,NOR,2:54:04
1983,marathon,women,48,Maria Luisa Ronquillo,MEX,2:56:33
1983,marathon,women,49,Rumiko Kaneko,JPN,2:58:53
1983,marathon,women,50,Yong-Hi Son,PRK,2:59:10
1983,marathon,women,51,Myong-Suk Kim,PRK,3:12:41
1983,marathon,women,,Julie Brown,USA,DNF
1983,marathon,women,,Yueh-Mei Kao,TPE,DNF
1983,marathon,women,,Jinmei Wu,CHN,DNF
1983,marathon,women,,Kandasamy Jayamani,SGP,DNF
1983,marathon,women,,Chantal Langlace,FRA,DNF
1983,marathon,women,,Yupin Lohachart,THA,DNF
1983,marathon,women,,Alba Milana,ITA,DNF
1983,marathon,women,,Charlotte Teske,FRG,DNF
1983,marathon,women,,Marie-Christine Deurbroeck,BEL,DNS
1983,marathon,women,,Glynis Penny,GBR,DNS
1983,marathon,women,,Winnie Ng,HKG,DNS
1983,marathon,women,,Amy Cesaretti,SMR,DNS
1983,3000 metres steeplechase,men,1,Patriz Ilg,FRG,8:15.06
1983,3000 metres steeplechase,men,2,Boguslaw Maminski,POL,8:17.03
1983,3000 metres steeplechase,men,3,Colin Reitz,GBR,8:17.75
1983,3000 metres steeplechase,men,4,Joseph Mahmoud,FRA,8:18.32
1983,3000 metres steeplechase,men,5,Roger Hackney,GBR,8:19.38
1983,3000 metres steeplechase,men,6,Graeme Fell,GBR,8:20.01
1983,3000 metres steeplechase,men,7,Julius Korir,KEN,8:20.11
1983,3000 metres steeplechase,men,8,Henry Marsh,USA,8:20.45
1983,3000 metres steeplechase,men,9,Mariano Scartezzini,ITA,8:21.17
1983,3000 metres steeplechase,men,10,Domingo Ramón,ESP,8:21.32
1983,3000 metres steeplechase,men,11,Hagen Melzer,GDR,8:21.33
1983,3000 metres steeplechase,men,12,Tommy Ekblom,FIN,8:21.50
1983,100 metres hurdles,women,1,Bettine Jahn,GDN,12.35
1983,100 metres hurdles,women,2,Kerstin Knabe,GDR,12.42
1983,100 metres hurdles,women,3,Ginka Zagorcheva,BUL,12.62
1983,100 metres hurdles,women,4,Natalya Petrova,URS,12.67
1983,100 metres hurdles,women,5,Shirley Strong,GBR,12.78
1983,100 metres hurdles,women,6,Yelena Biserova,URS,12.80
1983,100 metres hurdles,women,7,Cornelia Oschkenat,GDR,12.94
1983,100 metres hurdles,women,8,Benita Fitzgerald-Brown,USA,12.99
1983,110 metres hurdles,men,1,Greg Foster,USA,13.42
1983,110 metres hurdles,men,2,Arto Bryggare,FIN,13.46
1983,110 metres hurdles,men,3,Willie Gault,USA,13.48
1983,110 metres hurdles,men,4,Mark McKoy,CAN,13.56
1983,110 metres hurdles,men,5,Thomas Munkelt,GDR,13.66
1983,110 metres hurdles,men,6,György Bakos,HUN,13.68
1983,110 metres hurdles,men,7,Ventsislav Radev,BUL,13.73
1983,110 metres hurdles,men,8,Sam Turner,USA,13.82
1983,400 metres hurdles,men,1,Edwin Moses,USA,47.50
1983,400 metres hurdles,men,2,Harald Schmid,FRG,48.61
1983,400 metres hurdles,men,3,Aleksandr Kharlov,URS,49.03
1983,400 metres hurdles,men,4,Sven Nylander,SWE,49.06
1983,400 metres hurdles,men,5,Andre Phillips,USA,49.24
1983,400 metres hurdles,men,6,David Lee,USA,49.32
1983,400 metres hurdles,men,7,Amadou Dia Ba,SEN,49.61
1983,400 metres hurdles,men,8,Ryszard Szparak,POL,49.78
1983,400 metres hurdles,women,1,Yekaterina Fesenko-Grun,URS,54.14
1983,400 metres hurdles,women,2,Anna Ambraziené,URS,54.15
1983,400 metres hurdles,women,3,Ellen Neumann-Fiedler,GDR,54.55
1983,400 metres hurdles,women,4,Petra Pfaff,GDR,54.64
1983,400 metres hurdles,women,5,Petra Krug,GDR,54.76
1983,400 metres hurdles,women,6,Ann-Louise Skoglund,SWE,54.80
1983,400 metres hurdles,women,7,Susan Morley,GBR,56.04
1983,400 metres hurdles,women,8,Cristieana Cojocaru-Matei,ROU,56.26
1983,high jump,men,1,Gennadiy Avdeyenko,URS,2.32
1983,high jump,men,2,Tyke Peacock,USA,2.32
1983,high jump,men,3,Jianhua Zhu,CHN,2.29
1983,high jump,men,4,Dietmar Mögenburg,FRG,2.29
1983,high jump,men,4,Igor Paklin,URS,2.29
1983,high jump,men,6,Dwight Stones,USA,2.29
1983,high jump,men,7,Carlo Thränhardt,FRG,2.26
1983,high jump,men,8,Valeriy Sereda,URS,2.26
1983,high jump,men,9,Milton Ottey,CAN,2.26
1983,high jump,men,10,Luca Toso,ITA,2.26
1983,high jump,men,11,Patrik Sjöberg,SWE,2.23
1983,high jump,men,12,Leo Williams,USA,2.23
1983,high jump,men,13,Jacek Wszola,POL,2.23
1983,high jump,men,14,Eddy Annys,BEL,2.19
1983,high jump,men,15,Francisco Centelles,CUB,2.19
1983,high jump,men,16,Paul Frommeyer,FRG,2.19
1983,high jump,men,17,Sorin Matei,ROU,2.15
1983,high jump,women,1,Tamara Bykova,URS,2.01
1983,high jump,women,2,Ulrike Meyfarth,FRG,1.99
1983,high jump,women,3,Louise Ritter,USA,1.95
1983,high jump,women,4,Coleen Sommer,USA,1.95
1983,high jump,women,5,Kerstin Brandt,GDR,1.92
1983,high jump,women,6,Debbie Brill,CAN,1.88
1983,high jump,women,7,Susanne Beyer,GDR,1.88
1983,high jump,women,8,Olga Juha,HUN,1.88
1983,high jump,women,9,Vanessa Browne-Ward,AUS,1.88
1983,high jump,women,10,Silvia Costa,CUB,1.84
1983,high jump,women,10,Andrea Bienias,GDR,1.84
1983,high jump,women,12,Maryse Éwanjé-Épée,FRA,1.84
1983,high jump,women,12,Katalin Sterk,HUN,1.84
1983,high jump,women,12,Minna Vehmasto,FIN,1.84
1983,high jump,women,15,Christine Soetewey,BEL,1.84
1983,high jump,women,16,Wenqin Yang,CHN,1.84
1983,high jump,women,17,Larisa Kositsyna,URS,1.80
1983,high jump,women,18,Dazhen Zheng,CHN,1.80
1983,pole vault,men,1,Sergey Bubka,URS,5.70
1983,pole vault,men,2,Konstantin Volkov,URS,5.60
1983,pole vault,men,3,Atanas Tarev,BUL,5.60
1983,pole vault,men,4,Tadeusz Slusarski,POL,5.55
1983,pole vault,men,5,Tomas Valdemar Hintnaus,BRA,5.50
1983,pole vault,men,6,Patrick Abada,FRA,5.50
1983,pole vault,men,7,Miro Zalar,SWE,5.50
1983,pole vault,men,8,Thierry Vigneron,FRA,5.40
1983,pole vault,men,8,Wladyslaw Kozakiewicz,POL,5.40
1983,pole vault,men,10,Vladimir Polyakov,URS,5.40
1983,pole vault,men,10,Felix Böhni,SUI,5.40
1983,pole vault,men,10,František Jansa,TCH,5.40
1983,pole vault,men,13,Jeff Buckingham,USA,5.40
1983,pole vault,men,14,Veijo Vannesluoma,FIN,5.40
1983,pole vault,men,15,Günther Lohre,FRG,5.25
1983,pole vault,men,15,Weiqiang Liang,CHN,5.25
1983,pole vault,men,17,Jürgen Winkler,FRG,5.25
1983,pole vault,men,18,Timo Kuusisto,FIN,5.25
1983,pole vault,men,19,Tomomi Takahashi,JPN,5.25
1983,pole vault,men,20,Alberto Ruiz,ESP,5.10
1983,pole vault,men,,Hermann Fehringer,AUT,NM
1983,pole vault,men,,Tapani Haapakoski,FIN,NM
1983,pole vault,men,,Billy Olson,USA,NM
1983,pole vault,men,,Pierre Quinon,FRA,NM
1983,pole vault,men,,Mike Tully,USA,NM
1983,pole vault,men,,Ivo Yanchev,BUL,NM
1983,pole vault,men,,George Barber,CAN,NM
1983,long jump,men,1,Carl Lewis,USA,8.55
1983,long jump,men,2,Jason Grimes,USA,8.29
1983,long jump,men,3,Mike Conley,USA,8.12
1983,long jump,men,4,László Szalma,HUN,8.12
1983,long jump,men,5,Nenad Stekic,YUG,8.09
1983,long jump,men,6,Gary Honey,AUS,8.06
1983,long jump,men,7,Antonio Corgos,ESP,8.06
1983,long jump,men,8,Yusuf Alli,NGR,7.89
1983,long jump,men,9,Gheorge Cojocaru,ROU,7.88
1983,long jump,men,10,Jan Leitner,TCH,7.84
1983,long jump,men,11,Oganes Stepanyan,URS,7.74
1983,long jump,men,12,Atanas Atanasov,BUL,7.69
1983,long jump,men,13,Mu-Tsai Lee,TPE,7.57
1983,long jump,women,1,Heike Drechsler,GDR,7.27
1983,long jump,women,2,Anișoara Cușmir-Stanciu,ROU,7.15
1983,long jump,women,3,Carol Lewis,USA,7.04
1983,long jump,women,4,Tatyana Proskuryakova,URS,7.02
1983,long jump,women,5,Beverly Kinch,GBR,6.93
1983,long jump,women,6,Zsuzsa Vanyek,HUN,6.81
1983,long jump,women,7,Eva Murková,TCH,6.80
1983,long jump,women,8,Robyn Lorraway,AUS,6.65
1983,long jump,women,9,Vali Ionescu-Constantin,ROU,6.62
1983,long jump,women,10,Jarmila Nygrynova-Strejckova,TCH,6.56
1983,long jump,women,11,Jennifer Innis,GUY,6.54
1983,long jump,women,12,Helga Radtke,GDR,6.44
1983,triple jump,men,1,Zdzislaw Hoffmann,POL,17.42
1983,triple jump,men,2,Willie Banks,USA,17.18
1983,triple jump,men,3,Ajayi Agbebaku,NGR,17.18
1983,triple jump,men,4,Mike Conley,USA,17.13
1983,triple jump,men,5,Vlastimil Marinec,TCH,17.13
1983,triple jump,men,6,Ján Cado,TCH,17.06
1983,triple jump,men,7,Béla Bakosi,HUN,16.83
1983,triple jump,men,8,Al Joyner,USA,16.76
1983,triple jump,men,9,Peter Bouschen,FRG,16.70
1983,triple jump,men,10,Gennadiy Valyukevich,URS,16.41
1983,triple jump,men,11,Bedros Bedrosian,ROU,16.18
1983,triple jump,men,12,Steve Hanna,BAH,14.96
1983,shot put,men,1,Edward Sarul,POL,21.39
1983,shot put,men,2,Ulf Timmermann,GDR,21.16
1983,shot put,men,3,Remigius Machura,TCH,20.98
1983,shot put,men,4,Dave Laut,USA,20.60
1983,shot put,men,5,Janis Bojars,URS,20.32
1983,shot put,men,6,Udo Beyer,GDR,20.09
1983,shot put,men,7,Alessandro Andrei,ITA,20.07
1983,shot put,men,8,Aulis Akonniemi,FIN,19.85
1983,shot put,men,9,Vladimir Milic,YUG,19.71
1983,shot put,men,10,Mike Lehmann,USA,16.96
1983,shot put,men,11,Josef Kubeš,TCH,19.67
1983,shot put,men,12,Ivan Ivancic,YUG,19.52
1983,shot put,women,1,Helena Fibingerová,TCH,21.05
1983,shot put,women,2,Helma Knorscheidt,GDR,20.70
1983,shot put,women,3,Ilona Briesenick,GDR,20.56
1983,shot put,women,4,Nunu Abashidze,URS,20.55
1983,shot put,women,5,Natalya Lisovskaya,URS,20.02
1983,shot put,women,6,Mihaela Loghin,ROU,19.85
1983,shot put,women,7,Claudia Losch,FRG,19.72
1983,shot put,women,8,María Elena Sarría,CUB,19.47
1983,shot put,women,9,Zdenka Šilhavá,TCH,19.00
1983,shot put,women,10,Venissa Head,GBR,18.05
1983,shot put,women,11,Gael Mulhall-Martin,AUS,17.79
1983,shot put,women,12,Judy Oakes,GBR,17.52
1983,discus throw,men,1,Imrich Bugár,TCH,67.72
1983,discus throw,men,2,Luis Delís,CUB,67.36
1983,discus throw,men,3,Gejza Valent,TCH,66.08
1983,discus throw,men,4,Ari Huumonen,FIN,65.44
1983,discus throw,men,5,Jürgen Schult,GDR,64.92
1983,discus throw,men,6,Georgiy Kolnootchenko,URS,64.74
1983,discus throw,men,7,Juan Martínez,CUB,64.26
1983,discus throw,men,8,Art Burns,USA,63.22
1983,discus throw,men,9,Knut Hjeltnes,NOR,62.26
1983,discus throw,men,10,Mac Wilkins,USA,61.46
1983,discus throw,men,11,Igor Duginyets,URS,60.44
1983,discus throw,men,12,Bradley Cooper,BAH,58.70
1983,discus throw,women,1,Martina Hellmann,GDR,68.94
1983,discus throw,women,2,Galina Murashova,URS,67.44
