year,event,sex,position,name,country,mark
1983,discus throw,women,3,Maria Vergova-Petkova,BUL,66.44
1983,discus throw,women,4,Tsvetanka Khristova,BUL,65.62
1983,discus throw,women,5,Gisela Beyer,GDR,65.26
1983,discus throw,women,6,Zdenka Šilhavá,TCH,64.32
1983,discus throw,women,7,Ria Stalman,NED,63.76
1983,discus throw,women,8,Meg Ritchie,GBR,62.50
1983,discus throw,women,9,Florenta Craciunescu,ROU,62.14
1983,discus throw,women,10,Svetla Mitkova-Sinirtas,BUL,62.06
1983,discus throw,women,11,Galina Savinkova,URS,59.28
1983,discus throw,women,12,Maria Badea,ROU,58.10
1983,hammer throw,men,1,Sergey Litvinov,URS,82.68
1983,hammer throw,men,2,Yuriy Sedykh,URS,80.94
1983,hammer throw,men,3,Zdzislaw Kwasny,POL,79.42
1983,hammer throw,men,4,Igor Nikulin,URS,79.34
1983,hammer throw,men,5,Günther Rodehau,GDR,77.08
1983,hammer throw,men,6,Klaus Ploghaus,FRG,76.96
1983,hammer throw,men,7,Karl-Hans Riehm,FRG,76.92
1983,hammer throw,men,8,Emanuil Dyulgerov,BUL,76.64
1983,hammer throw,men,9,Juha Tiainen,FIN,75.60
1983,hammer throw,men,10,Harri Huhtala,FIN,75.46
1983,hammer throw,men,11,Christoph Sahner,FRG,72.86
1983,hammer throw,men,12,Roland Steuk,GDR,72.10
1983,javelin throw,men,1,Detlef Michel,GDR,89.48
1983,javelin throw,men,2,Tom Petranoff,USA,85.60
1983,javelin throw,men,3,Dainis Kula,URS,85.58
1983,javelin throw,men,4,Heino Puuste,URS,84.56
1983,javelin throw,men,5,Per Erling Olsen,NOR,83.54
1983,javelin throw,men,6,Kenth Eldebrink,SWE,83.28
1983,javelin throw,men,7,Zdenek Adamec,TCH,81.30
1983,javelin throw,men,8,Klaus Tafelmeier,FRG,80.42
1983,javelin throw,men,9,Bob Roggy,USA,79.84
1983,javelin throw,men,10,Aimo Aho,FIN,79.34
1983,javelin throw,men,11,Rod Ewaliko,USA,77.74
1983,javelin throw,men,12,Esa Utriainen,FIN,76.66
1983,javelin throw,women,1,Tiina Lillak,FIN,70.82
1983,javelin throw,women,2,Fatima Whitbread,GBR,69.14
1983,javelin throw,women,3,Anna Verouli,GRE,65.72
1983,javelin throw,women,4,Tessa Sanderson,GBR,64.76
1983,javelin throw,women,5,Eva Raduly-Zörgö,ROU,63.86
1983,javelin throw,women,6,Tuula Laaksalo,FIN,62.44
1983,javelin throw,women,7,Beate Peters,FRG,62.42
1983,javelin throw,women,8,Maria Caridad Colón,CUB,62.04
1983,javelin throw,women,9,Petra Felke-Meier,GDR,62.02
1983,javelin throw,women,10,Karin Smith,USA,59.76
1983,javelin throw,women,11,Antje Kempe-Zöllkau,GDR,58.82
1983,javelin throw,women,12,Mayra Vila,CUB,57.80
1983,20 kilometres race walk,men,1,Ernesto Canto,MEX,1:20:49
1983,20 kilometres race walk,men,2,Jozef Pribilinec,TCH,1:20:59
1983,20 kilometres race walk,men,3,Yevgeniy Yevsyukov,URS,1:21:08
1983,20 kilometres race walk,men,4,José Marín,ESP,1:21:21
1983,20 kilometres race walk,men,5,Gérard Leliévre,FRA,1:21:37
1983,20 kilometres race walk,men,6,Pavol Blazek,TCH,1:21:54
1983,20 kilometres race walk,men,7,Maurizio Damilano,ITA,1:21:57
1983,20 kilometres race walk,men,8,Guillaume Leblanc,CAN,1:22:04
1983,20 kilometres race walk,men,9,Raul González,MEX,1:22:06
1983,20 kilometres race walk,men,10,Roland Wieser,GDR,1:22:14
1983,20 kilometres race walk,men,11,Anatoliy Gorshkov,URS,1:22:34
1983,20 kilometres race walk,men,12,Reima Salonen,FIN,1:22:51
1983,20 kilometres race walk,men,13,Pyotr Pochenchuk,URS,1:24:55
1983,20 kilometres race walk,men,14,Ralf Kowalsky,GDR,1:25:13
1983,20 kilometres race walk,men,15,David Smith,AUS,1:25:23
1983,20 kilometres race walk,men,16,Enrique Vera,MEX,1:25:27
1983,20 kilometres race walk,men,17,Alik Basriev,BUL,1:25:49
1983,20 kilometres race walk,men,18,Carlo Mattioli,ITA,1:25:53
1983,20 kilometres race walk,men,19,Jim Heiring,USA,1:25:55
1983,20 kilometres race walk,men,20,Marcel Jobin,CAN,1:26:13
1983,20 kilometres race walk,men,21,Erling Andersen,NOR,1:26:39
1983,20 kilometres race walk,men,22,Michael Bonke,GDR,1:26:57
1983,20 kilometres race walk,men,23,José Pinto,POR,1:27:10
1983,20 kilometres race walk,men,24,Alessandro Pezzatini,ITA,1:27:15
1983,20 kilometres race walk,men,25,Phil Vesty,GBR,1:27:20
1983,20 kilometres race walk,men,26,Martial Fesselier,FRA,1:27:39
1983,20 kilometres race walk,men,27,Roman Mrázek,TCH,1:27:46
1983,20 kilometres race walk,men,28,Jorge Llopart,ESP,1:27:49
1983,20 kilometres race walk,men,29,Simon Baker,AUS,1:28:09
1983,20 kilometres race walk,men,30,William Sawall,AUS,1:28:16
1983,20 kilometres race walk,men,31,Per Rasmussen,SWE,1:28:51
1983,20 kilometres race walk,men,32,Matti Katila,FIN,1:29:14
1983,20 kilometres race walk,men,33,Lars Ove Moen,NOR,1:29:16
1983,20 kilometres race walk,men,34,Francisco Botonero,ESP,1:29:42
1983,20 kilometres race walk,men,35,Abdelouaheb Ferguène,ALG,1:29:53
1983,20 kilometres race walk,men,36,Tim Lewis,USA,1:30:10
1983,20 kilometres race walk,men,37,Roger Mills,GBR,1:30:25
1983,20 kilometres race walk,men,38,Shemsu Hassan,ETH,1:30:36
1983,20 kilometres race walk,men,39,Kevin Taylor,NZL,1:30:38
1983,20 kilometres race walk,men,40,Guangxing Li,CHN,1:31:02
1983,20 kilometres race walk,men,41,Ian McCombie,GBR,1:31:14
1983,20 kilometres race walk,men,42,Chand Ram,IND,1:31:32
1983,20 kilometres race walk,men,43,Shaohong Jiang,CHN,1:31:43
1983,20 kilometres race walk,men,44,Petri Makela,FIN,1:32:21
1983,20 kilometres race walk,men,45,Benamar Kachkouche,ALG,1:32:33
1983,20 kilometres race walk,men,46,Takehiro Sonohara,JPN,1:33:45
1983,20 kilometres race walk,men,47,Sergio Gutierrez,CRC,1:33:59
1983,20 kilometres race walk,men,48,Joseph Martens,BEL,1:34:39
1983,20 kilometres race walk,men,49,Santiago Fonseca,HON,1:35:07
1983,20 kilometres race walk,men,50,Shane Donelly,NZL,1:35:21
1983,20 kilometres race walk,men,51,Osvaldo Morejon,BOL,1:36:37
1983,20 kilometres race walk,men,52,Per Nielsen,DEN,1:38:52
1983,20 kilometres race walk,men,53,Stefano Casali,SMR,1:39:41
1983,20 kilometres race walk,men,54,Nadarajan Rengasamy,SGP,1:51:35
1983,20 kilometres race walk,men,55,Uaongo Areai,COK,2:05:13
1983,20 kilometres race walk,men,,Bo Gustafsson,SWE,DQ
1983,20 kilometres race walk,men,,Burhan Vurgun,TUR,DQ
1983,20 kilometres race walk,men,,Marco Evoniuk,USA,DNF
1983,20 kilometres race walk,men,,François Lapointe,CAN,DNF
1983,20 kilometres race walk,men,,Keith Olsthoom,NZL,DNF
1983,20 kilometres race walk,men,,Jan Staaf,SWE,DNS
1983,20 kilometres race walk,men,,Fuxin Zhang,CHN,DNS
1983,50 kilometres race walk,men,1,Ronald Weigel,GDR,3:43:08
1983,50 kilometres race walk,men,2,José Marín,ESP,3:46:32
1983,50 kilometres race walk,men,3,Sergey Yung,URS,3:49:03
1983,50 kilometres race walk,men,4,Reima Salonen,FIN,3:52:53
1983,50 kilometres race walk,men,5,Raul González,MEX,3:53:51
1983,50 kilometres race walk,men,6,François Lapointe,CAN,3:53:57
1983,50 kilometres race walk,men,7,Sandro Bellucci,ITA,3:55:38
1983,50 kilometres race walk,men,8,Viktor Dorovskikh,URS,3:56:02
1983,50 kilometres race walk,men,9,Marco Evoniuk,USA,3:56:57
1983,50 kilometres race walk,men,10,Bengt Simonsen,SWE,3:57:25
1983,50 kilometres race walk,men,11,Pavol Szikora,TCH,3:59:03
1983,50 kilometres race walk,men,12,László Sator,HUN,3:59:27
1983,50 kilometres race walk,men,13,Lars Ove Moen,NOR,4:00:50
1983,50 kilometres race walk,men,14,Seppo Immonen,FIN,4:02:00
1983,50 kilometres race walk,men,15,Manuel Alcalde,ESP,4:03:10
1983,50 kilometres race walk,men,16,José Pinto,POR,4:03:47
1983,50 kilometres race walk,men,17,Pavol Blazek,TCH,4:06:49
1983,50 kilometres race walk,men,18,Karl Degener,FRG,4:06:51
1983,50 kilometres race walk,men,19,Lennart Mether,SWE,4:07:46
1983,50 kilometres race walk,men,20,Miklós Domján,HUN,4:08:11
1983,50 kilometres race walk,men,21,Félix Gómez,MEX,4:09:22
1983,50 kilometres race walk,men,22,Dominique Guébey,FRA,4:09:40
1983,50 kilometres race walk,men,23,Dan O'Connor,USA,4:18:41
1983,50 kilometres race walk,men,24,Mingxi Dai,CHN,4:30:28
1983,50 kilometres race walk,men,25,Fuxin Zhang,CHN,4:35:46
1983,50 kilometres race walk,men,26,Osvaldo Morejon,BOL,4:35:58
1983,50 kilometres race walk,men,,Erling Andersen,NOR,DQ
1983,50 kilometres race walk,men,,Martín Bermúdez,MEX,DQ
1983,50 kilometres race walk,men,,Dietmar Meisch,GDR,DQ
1983,50 kilometres race walk,men,,Nikolay Udovenko,URS,DQ
1983,50 kilometres race walk,men,,Boguslaw Duda,POL,DQ
1983,50 kilometres race walk,men,,Bohdan Bulakowski,POL,DNF
1983,50 kilometres race walk,men,,Bo Gustafsson,SWE,DNF
1983,50 kilometres race walk,men,,Jim Heiring,USA,DNF
1983,50 kilometres race walk,men,,Gérard Leliévre,FRA,DNF
1983,50 kilometres race walk,men,,Jorge Llopart,ESP,DNF
1983,4x100 metres relay,men,1,United States,USA,37.86
1983,4x100 metres relay,men,2,Italy,ITA,38.37
1983,4x100 metres relay,men,3,USSR,URS,38.41
1983,4x100 metres relay,men,4,German Democratic Republic,GDR,38.51
1983,4x100 metres relay,men,5,Federal Republic Germany,FRG,38.56
1983,4x100 metres relay,men,6,Poland,POL,38.72
1983,4x100 metres relay,men,7,Jamaica,JAM,38.75
1983,4x100 metres relay,men,8,France,FRA,38.98
1983,4x100 metres relay,women,1,German Democratic Republic,GDR,41.76
1983,4x100 metres relay,women,2,Great Britain & N.I.,GBR,42.71
1983,4x100 metres relay,women,3,Jamaica,JAM,42.73
1983,4x100 metres relay,women,4,Bulgaria,BUL,42.93
1983,4x100 metres relay,women,5,Canada,CAN,43.05
1983,4x100 metres relay,women,6,USSR,URS,43.22
1983,4x100 metres relay,women,7,France,FRA,43.40
1983,4x100 metres relay,women,8,Czechoslovakia,TCH,43.78
1983,4x400 metres relay,men,1,USSR,URS,3:00.79
1983,4x400 metres relay,men,2,Federal Republic Germany,FRG,3:01.83
1983,4x400 metres relay,men,3,Great Britain & G.I.,GBR,3:03.53
1983,4x400 metres relay,men,4,Czechoslovakia,TCH,3:03.90
1983,4x400 metres relay,men,5,Italy,ITA,3:05.10
1983,4x400 metres relay,men,6,United States,USA,3:05.29
1983,4x400 metres relay,men,7,Sweden,SWE,3:08.57
1983,4x400 metres relay,men,,Poland,POL,DNF
1983,4x400 metres relay,women,1,German Democratic Republic,GDR,3:19.73
1983,4x400 metres relay,women,2,Czechoslovakia,TCH,3:20.32
1983,4x400 metres relay,women,3,USSR,URS,3:21.16
1983,4x400 metres relay,women,4,Canada,CAN,3:27.41
1983,4x400 metres relay,women,5,United States,USA,3:27.57
1983,4x400 metres relay,women,6,Federal Republic Germany,FRG,3:29.43
1983,4x400 metres relay,women,7,Bulgaria,BUL,3:30.36
1983,4x400 metres relay,women,8,Romania,ROU,3:35.61
1987,100 metres,men,1,Carl Lewis,USA,9.93
1987,100 metres,men,2,Raymond Stewart,JAM,10.08
1987,100 metres,men,3,Linford Christie,GBR,10.14
1987,100 metres,men,4,Attila Kovács,HUN,10.20
1987,100 metres,men,5,Viktor Bryzgin,URS,10.25
1987,100 metres,men,6,Lee McRae,USA,10.34
1987,100 metres,men,7,Pierfrancesco Pavoni,ITA,16.23
1987,100 metres,men,,Ben Johnson,CAN,DQ
1987,100 metres,women,1,Silke Gladisch-Möller,GDR,10.90
1987,100 metres,women,2,Heike Drechsler,GDR,11.00
1987,100 metres,women,3,Merlene Ottey,JAM,11.04
1987,100 metres,women,4,Diane Williams,USA,11.07
1987,100 metres,women,5,Angella Taylor-Issajenko,CAN,11.09
1987,100 metres,women,6,Anelia Nuneva,BUL,11.09
1987,100 metres,women,7,Angela Bailey,CAN,11.18
1987,100 metres,women,8,Pam Marshall,USA,11.19
1987,200 metres,men,1,Calvin Smith,USA,20.16
1987,200 metres,men,2,Gilles Quénéhervé,FRA,20.16
1987,200 metres,men,3,John Regis,GBR,20.18
1987,200 metres,men,4,Robson da Silva,BRA,20.22
1987,200 metres,men,5,Vladimir Krylov,URS,20.23
1987,200 metres,men,6,Floyd Heard,USA,20.25
1987,200 metres,men,7,Pierfrancesco Pavoni,ITA,20.45
1987,200 metres,men,8,Atlee Mahorn,CAN,20.78
1987,200 metres,women,1,Silke Gladisch-Möller,GDR,21.74
1987,200 metres,women,2,Florence Griffith-Joyner,USA,21.96
1987,200 metres,women,3,Merlene Ottey,JAM,22.06
1987,200 metres,women,4,Pam Marshall,USA,22.18
1987,200 metres,women,5,Gwen Torrence,USA,22.40
1987,200 metres,women,6,Mary Onyali-Omagbemi,NGR,22.52
1987,200 metres,women,7,Ewa Kasprzyk,POL,22.52
1987,200 metres,women,8,Nadezhda Georgieva,BUL,22.55
1987,400 metres,men,1,Thomas Schönlebe,GDR,44.33
1987,400 metres,men,2,Innocent Egbunike,NGR,44.56
1987,400 metres,men,3,Harry Reynolds,USA,44.80
1987,400 metres,men,4,Roberto Hernández,CUB,44.99
1987,400 metres,men,5,Derek Redmond,GBR,45.06
1987,400 metres,men,6,David Kitur,KEN,45.34
1987,400 metres,men,7,Gabriel Tiacoh,CIV,46.27
1987,400 metres,men,8,Roddie Haley,USA,46.77
1987,400 metres,women,1,Olga Vladykina-Bryzgina,URS,49.38
1987,400 metres,women,2,Petra Schersing,GDR,49.94
1987,400 metres,women,3,Kirsten Siemon-Emmelmann,GDR,50.20
1987,400 metres,women,4,Mariya Kulchunova-Pinigina,URS,50.53
1987,400 metres,women,5,Lillie Leatherwood,USA,50.82
1987,400 metres,women,6,Jillian Richardson,CAN,51.03
1987,400 metres,women,7,Diane Dixon,USA,51.13
1987,400 metres,women,8,Olga V. Nazarova,URS,51.20
1987,800 metres,men,1,Billy Konchellah,KEN,1:43.06
1987,800 metres,men,2,Peter Elliott,GBR,1:43.41
1987,800 metres,men,3,José Luíz Barbosa,BRA,1:43.76
1987,800 metres,men,4,Ryszard Ostrowski,POL,1:44.59
1987,800 metres,men,5,Faouzi Lahbi,MAR,1:44.83
1987,800 metres,men,6,Stephen Ole Marai,KEN,1:44.84
1987,800 metres,men,7,Slobodan Popovic,YUG,1:45.07
1987,800 metres,men,8,Tom McKean,GBR,1:49.21
1987,800 metres,women,1,Sigrun Grau,GDR,1:55.26
1987,800 metres,women,2,Christine Wachtel,GDR,1:55.32
1987,800 metres,women,3,Lyubov Gurina,URS,1:55.56
1987,800 metres,women,4,Ana Fidelia Quirot,CUB,1:55.84
1987,800 metres,women,5,Jarmila Kratochvílová,TCH,1:57.81
1987,800 metres,women,6,Mitica Junghiatu-Constantin,ROU,1:59.66
1987,800 metres,women,7,Nadezhda Olizarenko,URS,2:00.28
1987,800 metres,women,8,Slobodanka Colovic,YUG,2:02.09
1987,1500 metres,men,1,Abdi Bile,SOM,3:36.80
1987,1500 metres,men,2,José Luís Gonzalez,ESP,3:38.03
1987,1500 metres,men,3,Jim Spivey,USA,3:38.82
1987,1500 metres,men,4,Joseph  Chesire,KEN,3:39.36
1987,1500 metres,men,5,Omer Khalifa,SUD,3:39.81
1987,1500 metres,men,6,Jens-Peter Herold,GDR,3:40.14
1987,1500 metres,men,7,Michael Hillardt,AUS,3:40.23
1987,1500 metres,men,8,Steve Cram,GBR,3:41.19
1987,1500 metres,men,9,Han Kulker,NED,3:42.16
1987,1500 metres,men,10,Rémy Geoffroy,FRA,3:43.03
1987,1500 metres,men,11,Kipkoech Cheruiyot,KEN,3:44.54
1987,1500 metres,men,12,Steve Scott,USA,3:45.92
1987,1500 metres,women,1,Tatyana Samolenko-Dorovskikh,URS,3:58.56
1987,1500 metres,women,2,Hildegard Ullrich-Körner,GDR,3:58.67
1987,1500 metres,women,3,Doina Melinte,ROU,3:59.27
1987,1500 metres,women,4,Cornelia Bürki,SUI,3:59.90
1987,1500 metres,women,5,Andrea Lange-Hahmann,GDR,4:00.63
1987,1500 metres,women,6,Kirsty Wade,GBR,4:01.41
1987,1500 metres,women,7,Diana Richburg,USA,4:01.79
1987,1500 metres,women,8,Elly van Hulst,NED,4:03.63
1987,1500 metres,women,9,Svetlana Kitova,URS,4:04.66
1987,1500 metres,women,10,Linda Sheskey,USA,4:08.33
1987,1500 metres,women,11,Debbie Scott-Bowker,CAN,4:08.38
1987,1500 metres,women,12,Mitica Junghiatu-Constantin,ROU,4:10.35
1987,1500 metres,women,13,Marina Yachmenyova,URS,4:10.51
1987,1500 metres,women,,Sandra Gasser,SUI,DQ
1987,1500 metres,women,,Ulrike Bruns,GDR,DNF
1987,3000 metres,women,1,Tatyana Samolenko-Dorovskikh,URS,8:38.73
1987,3000 metres,women,2,Maricica Puica,ROU,8:39.45
1987,3000 metres,women,3,Ulrike Bruns,GDR,8:40.30
1987,3000 metres,women,4,Cornelia Bürki,SUI,8:40.31
1987,3000 metres,women,5,Yelena Romanova,URS,8:41.33
1987,3000 metres,women,6,Elly van Hulst,NED,8:42.56
1987,3000 metres,women,7,Yvonne Murray,GBR,8:43.94
1987,3000 metres,women,8,Wendy Sly,GBR,8:45.85
1987,3000 metres,women,9,Lynn Kanuka-Williams,CAN,8:49.91
1987,3000 metres,women,10,Mary Knisely,USA,8:50.99
1987,3000 metres,women,11,Vera Michallek,FRG,8:55.16
1987,3000 metres,women,12,Christine Benning,GBR,8:57.92
1987,3000 metres,women,13,Debbie Scott-Bowker,CAN,8:58.63
1987,3000 metres,women,14,Marie-Pierre Duros,FRA,9:14.61
1987,3000 metres,women,,Olga Bondarenko,URS,DNF
1987,5000 metres,men,1,Saïd Aouita,MAR,13:26.44
1987,5000 metres,men,2,Domingos Castro,POR,13:27.59
1987,5000 metres,men,3,Jack Buckner,GBR,13:27.74
1987,5000 metres,men,4,Pierre Délèze,SUI,13:28.06
1987,5000 metres,men,5,Vincent Rousseau,BEL,13:28.56
1987,5000 metres,men,6,Evgeni Ignatov,BUL,13:29.68
1987,5000 metres,men,7,Tim Hutchings,GBR,13:30.01
1987,5000 metres,men,8,Dionisio Castro,POR,13:30.94
1987,5000 metres,men,9,Frank O'Mara,IRL,13:32.04
1987,5000 metres,men,10,Steve Ovett,GBR,13:33.49
1987,5000 metres,men,11,Sydney Maree,USA,13:33.78
1987,5000 metres,men,12,John Ngugi,KEN,13:34.04
1987,5000 metres,men,13,John Treacy,IRL,13:41.03
1987,5000 metres,men,14,Abel Antón,ESP,13:43.58
1987,5000 metres,men,15,Carey Nelson,CAN,13:43.81
1987,10000 metres,men,1,Paul Kipkoech,KEN,27:38.63
1987,10000 metres,men,2,Francesco Panetta,ITA,27:48.98
1987,10000 metres,men,3,Hansjörg Kunze,GDR,27:50.37
1987,10000 metres,men,4,Arturo Barrios,MEX,27:59.66
1987,10000 metres,men,5,Steve Binns,GBR,28:03.08
1987,10000 metres,men,6,Martin Vrábel,TCH,28:05.59
1987,10000 metres,men,7,Spiridon Andriópoulos,GRE,28:07.17
1987,10000 metres,men,8,Steve Plasencia,USA,28:11.38
1987,10000 metres,men,9,Jean-Louis Prianon,FRA,28:19.47
1987,10000 metres,men,10,Rolando Vera,ECU,28:20.24
1987,10000 metres,men,11,Ezequiel Canario,POR,28:28.24
1987,10000 metres,men,12,Mats Erixon,SWE,28:29.08
1987,10000 metres,men,13,Paul Arpin,FRA,28:29.21
1987,10000 metres,men,14,Guowei Zhang,CHN,28:30.00
1987,10000 metres,men,15,Jon Solly,GBR,28:31.97
1987,10000 metres,men,16,Salvatore Antibo,ITA,28:33.77
1987,10000 metres,men,17,Markus Ryffel,SUI,28:34.58
1987,10000 metres,men,18,Brian Sheriff,ZIM,28:34.96
1987,10000 metres,men,19,Paul McCloy,CAN,28:41.89
1987,10000 metres,men,20,Kozo Akutsu,JPN,28:45.89
1987,10000 metres,men,21,Ed Eyestone,USA,29:00.33
1987,10000 metres,men,22,Some Muge,KEN,29:06.40
1987,10000 metres,men,23,Haji Bulbula,ETH,29:10.45
1987,10000 metres,men,24,Wodajo Bulti,ETH,29:17.09
1987,10000 metres,men,25,Habib Romdhani,TUN,29:21.35
1987,10000 metres,men,26,John Treacy,IRL,29:22.14
1987,10000 metres,men,,Martti Vainio,FIN,DNF
1987,10000 metres,men,,Paul Williams,CAN,DNF
1987,10000 metres,men,,Gerhard Hartmann,AUT,DNS
1987,10000 metres,men,,Gerard Donakowski,USA,DNS
1987,10000 metres,women,1,Ingrid Kristiansen,NOR,31:05.85
1987,10000 metres,women,2,Olena Vyazova,URS,31:09.40
1987,10000 metres,women,3,Kathrin Wessel,GDR,31:11.34
1987,10000 metres,women,4,Olga Bondarenko,URS,31:18.38
1987,10000 metres,women,5,Liz McColgan-Nuttall,GBR,31:19.82
1987,10000 metres,women,6,Lynn Jennings,USA,31:45.43
1987,10000 metres,women,7,Albertina Machado,POR,31:46.61
1987,10000 metres,women,8,Xiuting Wang,CHN,31:48.88
1987,10000 metres,women,9,Angela Tooby,GBR,31:55.30
1987,10000 metres,women,10,Kerstin Pressler,FRG,31:56.80
1987,10000 metres,women,11,Martine Oppliger,SUI,32:07.49
1987,10000 metres,women,12,Marleen Renders,BEL,32:12.51
1987,10000 metres,women,13,Lynn Nelson,USA,32:22.88
1987,10000 metres,women,14,Christine McMiken,NZL,32:25.67
1987,10000 metres,women,15,Francie Larrieu-Smith,USA,32:30.00
1987,10000 metres,women,16,Nancy Rooks-Tinari,CAN,32:31.55
1987,10000 metres,women,17,Aurora Cunha,POR,32:44.42
1987,10000 metres,women,18,Kumi Araki,JPN,33:15.08
1987,10000 metres,women,19,Ana Isabel Alonso,ESP,33:20.65
1987,10000 metres,women,20,Tuija Toivonen-Jousimaa,FIN,33:25.46
1987,10000 metres,women,21,Lorraine Moller,NZL,34:07.26
1987,10000 metres,women,,Lieve Slegers,BEL,DNF
1987,marathon,men,1,Douglas Wakiihuri,KEN,2:11:48
1987,marathon,men,2,Ahmed Salah,DJI,2:12:30
1987,marathon,men,3,Gelindo Bordin,ITA,2:12:40
1987,marathon,men,4,Steve Moneghetti,AUS,2:12:49
1987,marathon,men,5,Hugh Jones,GBR,2:12:54
1987,marathon,men,6,Juma Ikangaa,TAN,2:13:43
1987,marathon,men,7,Orlando Pizzolato,ITA,2:14:03
1987,marathon,men,8,Ravil Kashapov,URS,2:14:41
1987,marathon,men,9,Henrik Jørgensen,DEN,2:14:58
1987,marathon,men,10,Dirk Vanderherten,BEL,2:16:42
1987,marathon,men,11,Yakov Tolstikov,URS,2:16:55
1987,marathon,men,12,Martin Vrábel,TCH,2:16:58
1987,marathon,men,13,Salvatore Bettiol,ITA,2:17:45
1987,marathon,men,14,Mirko Vindiš,YUG,2:18:09
1987,marathon,men,15,Tefera Guta,ETH,2:18:27
1987,marathon,men,16,Vicente Anton,ESP,2:19:00
1987,marathon,men,17,Herbert Steffny,FRG,2:19:24
1987,marathon,men,18,Honorato Hernández,ESP,2:20:00
1987,marathon,men,19,Michael Spöttel,FRG,2:20:43
1987,marathon,men,20,Graham Macky,NZL,2:20:43
1987,marathon,men,21,Don Janicki,USA,2:20:46
1987,marathon,men,22,Masayuki Nishi,JPN,2:20:51
1987,marathon,men,23,Eloi Rodrigues Schleder,BRA,2:21:03
1987,marathon,men,24,Marti ten Kate,NED,2:22:21
1987,marathon,men,25,Kingston Mills,IRL,2:22:52
1987,marathon,men,26,Yuichiro Osuda,JPN,2:23:25
1987,marathon,men,27,Sam Hlawe,SWZ,2:24:09
1987,marathon,men,28,Alfonso Abellán,ESP,2:24:20
1987,marathon,men,29,Bigboy Matlapeng,BOT,2:24:43
1987,marathon,men,30,Fumiaki Abe,JPN,2:24:47
1987,marathon,men,31,Man-Hwa Jeong,KOR,2:25:41
1987,marathon,men,32,Peter Maher,CAN,2:26:40
1987,marathon,men,33,William Aguirre,NCA,2:27:19
1987,marathon,men,34,Vithanakande Samarasinghe,SRI,2:28:35
1987,marathon,men,35,José Jami,ECU,2:29:04
1987,marathon,men,36,Peter Mitchell,AUS,2:30:04
1987,marathon,men,37,Francis Mukuka,ZAM,2:30:05
1987,marathon,men,38,Justin Gloden,LUX,2:30:08
1987,marathon,men,39,Gi-Sheng Hsu,TPE,2:30:31
1987,marathon,men,40,Moacir Marconi,BRA,2:31:39
1987,marathon,men,41,Stanimir Nenov,BUL,2:32:44
1987,marathon,men,42,Hari Singh,IND,2:34:20
1987,marathon,men,43,Albert Marie,SEY,2:40:48
1987,marathon,men,44,Veselin Vasilev,BUL,2:43:14
1987,marathon,men,45,Salvator Sahabo,BDI,2:43:43
1987,marathon,men,46,Chandra Bahadur Gurung,NEP,2:43:54
1987,marathon,men,47,William Abrams,GUY,3:12:33
1987,marathon,men,,Jorge Yeber,ARG,DNF
1987,marathon,men,,Dave Gordon,USA,DNF
1987,marathon,men,,Ralf Salzmann,FRG,DNF
1987,marathon,men,,Bruno Lafranchi,SUI,DNF
1987,marathon,men,,Policarpio Calizaya,BOL,DNF
1987,marathon,men,,Robert de Castella,AUS,DNF
1987,marathon,men,,Hrístos Papahristos,GRE,DNF
1987,marathon,men,,El Mostafa Nechchadi,MAR,DNF
1987,marathon,men,,Dan Grimes,USA,DNF
1987,marathon,men,,Geoff Smith,GBR,DNF
1987,marathon,men,,Abebe Mekonnen,ETH,DNF
1987,marathon,men,,Delfim Moreira,POR,DNF
1987,marathon,men,,Martti Vainio,FIN,DNF
1987,marathon,men,,Mehmet Terzi,TUR,DNF
1987,marathon,men,,Alain Lazare,FRA,DNF
1987,marathon,men,,Djama Robleh,DJI,DNF
1987,marathon,men,,James Walker,GUM,DNF
1987,marathon,men,,Samu Samuelu,SAM,DNF
1987,marathon,men,,Boguslaw Psujek,POL,DNS
1987,marathon,men,,Allan Zachariassen,DEN,DNS
